result,ratio,cadical-CPU,ReEncode-CPU,ccdclMinus-CPU,ccdcl-CPU,ccdclPlus-CPU,cadical-Wall,ReEncode-Wall,ccdclMinus-Wall,ccdcl-Wall,ccdclPlus-Wall,Name
UNKNOWN,0.011066398,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2fe9a4ad4b9e00a857d11534429703cf-fphp-020-015.shuffled-as.sat05-1218
UNSAT,0.044185788,5000,263.06,5000,5000,5000,5000,264.55,5000,5000,5000,2fedd34f047c7eceddf043d120fb597f-Haystacks-ext-13_c18
UNKNOWN,0.8139277,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2ff3034dc56f3211bd92c674ea5fbc3b-fclqcolor-14-08-09.shuffled-as.sat05-1276
SAT,0.361464817,0.45,0.55,0.48,0.14,0.89,0.44,0.48,0.46,0.21,0.94,308ca488c6257e647108a340e3119c62-srhd-sgi-m62-q1504.5-n60-p30-s88600538
SAT,0.75888593,5000,366.64,5000,5000,590.64,5000,367.63,5000,5000,592.3,31746b8d1bf7628c843592a85a8d95ba-4g_6color_366_060_06
SAT,0.720428034,5.77,0.68,1.72,5.62,0.83,5.77,0.67,1.73,5.68,0.77,318dcdfe285bc5f922020a25738cd0c4-shuffling-1-s1891661652-of-bench-sat04-325.used-as.sat04-452
UNSAT,0.714285714,1121.36,1280.15,2479.7,2077.62,2166.98,1122.22,1282.27,2481.27,2078.43,2168.72,31bf61072f6e11808e8743a1c8a048eb-rope_7500.shuffled-as.sat05-463
UNSAT,0.87876765,305.87,306.14,195.29,340.2,367.72,306.1,306.83,197.96,341.28,370.14,31edaafd9d145d9346d2bddf8fcb8832-manthey_single-ordered-initialized-w44-b7
SAT,0.310637128,3611.43,501.51,336.77,1822.53,2360.24,3622.44,502.95,337.46,1828.31,2375.37,3216f24958e80db7551af00f5230c362-rbsat-v760c43649gyes4
UNKNOWN,0.860211471,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,324b2441c6f1fa9d5f3cf3a4c8447fc7-SC21_Timetable_C_512_E_66_Cl_34_S_35
SAT,0.463651836,0,0,0,0,0,0,0.01,0,0.01,0.01,325bedaebd99c3cd5e9f91aced5e9fac-rovers4_ks99i.renamed-as.sat05-3973
UNSAT,0.749864352,3.97,5.19,4.91,2.99,3.78,3.94,5.17,4.89,3.01,3.8,328988c06690548bdb7ee0cefc7d53dd-fclqcolor-08-06-07.shuffled-as.sat05-1281
UNKNOWN,0.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,328da7966b09b2f6e99c93c4e877fbff-sgen3-n260-s62321009-sat
SAT,0.00122399,0.06,0.13,0.05,0,0.14,0.06,0.01,0.06,0,0.02,32baec6a0b794482e314a8a621d421a6-fphp-050-050.shuffled-as.sat05-1210
UNSAT,0.714285714,0.07,0.3,0.08,0.33,0.31,0.29,0.28,0.34,0.29,0.26,32c0023f1d44256449efb06913680170-rope_0050.shuffled
SAT,0.201754386,0,0,0,0,0,0.01,0.01,0,0.01,0.01,32d0cc6432166c097aa5e41628129784-bart11.shuffled
SAT,0.537597142,425.99,44.93,32.99,133.88,3088.38,427.33,45.2,33.12,134.15,3110.05,330617aa919e0edb980c6504e0d17eb2-CNP-5-500
UNSAT,0.865430342,5000,4040.16,5000,4873.25,5000,5000,4052.53,5000,4894.37,5000,337ee3de87f824f99508e65faa6e1a0b-SocialGolfers-6-6-7-cp_c18
UNSAT,0.756725281,1267.47,433.62,761.29,880.12,863.17,1279.46,435.21,764.1,886.02,868.01,33a45c71f3a77d3ac0096eaabedaf31f-rook-47-1-1
SAT,0.863388737,173.29,850.9,327.05,100.94,106.51,173.46,857.28,327.55,100.91,106.57,33bcf82677b7fdacf18dd48892596a1d-TimetableCNFEncoding_20_UNKNOWN
SAT,0.384070109,4.68,3.81,3.18,3.65,4.79,4.69,3.87,3.2,3.66,4.79,33f07e224289d8a770bcf89c788b7689-shuffling-2-s603990491-of-bench-sat04-321.used-as.sat04-595
SAT,0.75476556,12.27,6.39,7.65,12.31,13.09,12.39,6.4,7.72,12.26,13.16,342b5051905c00be7850050ff6d41658-UR-10-5p1
SAT,0.285977821,1092.82,4221.93,2595.49,4158.17,2515.42,1097.49,4237.9,2610.85,4192.07,2528.91,34323d942ba720695022bb1251190a01-53-129696
UNKNOWN,0.360338637,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3467c5b32448a87f1d81c2063407850c-frb59-26-1.used-as.sat04-891-sc2011
UNKNOWN,0.00746888,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,348e611ba5282f56d83e6d3979563d96-php-025-020.shuffled-as.sat05-1177
UNSAT,0.434211601,2.38,2.61,2.18,1.72,2.2,1.93,2.22,1.76,1.51,2.22,34aebb93dc0f9f68f6cc8b51efe1cc0c-alu2_gr_rcs_w7.shuffled
SAT,0.640397963,17.44,15.78,14.67,5.62,17.78,17.52,15.81,14.69,5.64,17.74,34da7281df2d13343b40517a88789c73-total-10-13-s
SAT,0.305505391,0.02,0.05,0.04,0,5000,0.06,0.07,0.07,0.03,5000,34edff0f4d455460d76e25fc7646783f-srhd-sgi-m37-q505.75-n35-p30-s59841049
UNKNOWN,0.000864108,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,352fa1386fb92b961f675401b7d76e21-fphp-060-059.shuffled-as.sat05-1239
UNSAT,0.385434344,0.02,0.3,0.02,0.21,0.46,0.33,0.36,0.35,0.21,0.48,3569f831ea2326b7b5298998f0f4d079-shuffling-2-s928541943-of-bench-sat04-316.used-as.sat04-600
UNKNOWN,0.291523988,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3598c10125496ad7218852effc5c711f-SGI_30_70_22_70_7-dir.shuffled-as.sat03-154
SAT,0.342895835,1.37,1.21,1.41,1.47,1.88,1.39,1.26,1.37,1.45,1.86,364c5f96b1bd514b7dd27877dc8c08f5-logistics-rotate-08t6.shuffled-as.sat05-1132
UNSAT,0.633560105,120.49,106.27,136.48,196.21,182.74,121.06,106.64,137.09,196.49,183.15,36584e27967c039fb96f2313007f9cd6-phnf-size10-exclusive-luckySeven.used-as.sat04-990.sat05-4196.reshuffled-07
UNKNOWN,0.470955843,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,366f8203419e14c977931d36d7ba93c0-strips-gripper-18t34.shuffled-as.sat05-1154
SAT,0.424882629,0.1,0,0.09,0,0,0.01,0.01,0.01,0,0.01,368f15ca6b2fb45bb3a02c7662981139-qg2-7.shuffled
UNSAT,0.781556658,530.72,526.02,328.12,728.93,520.88,533.66,528.74,328.53,730.07,521.61,36b272e6ffd1663d637b0fcc0ddc37d4-UTI-20-5p0
SAT,0.386686336,0,0,0,0,0,0,0,0,0,0,36c342091848d5d6a1a8eeb3a8b49b86-rovers1_ks99i.renamed-as.sat05-3971
SAT,0.3557459,202.12,185.85,228.52,117.09,156.82,202.17,186.32,228.72,117.44,157.07,36cb5449fb97de67fa6031a73ea1f5e6-rbsat-v945c61409g10
UNSAT,0.54339809,2465.81,3238.32,4933.37,5000,5000,2473.16,3251.97,4944.93,5000,5000,36e17e3cba64f3beb46402b45a284eb5-phnf-size10-exclusive-twoall.used-as.sat04-985.shuffled-as.sat05-4197
UNKNOWN,0.22710028,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,36fd6d5704c8e5d60c91c53d60597365-school1_nsh.col.14
SAT,0.310556434,0,0,0.19,0,0,0.02,0.02,0.01,0.01,0.02,370959cec84a1da734d3554b046762b6-driverlog5_ks99i.renamed-as.sat05-3955
UNSAT,0.768327731,3.66,5.19,3.09,3.41,4.57,3.68,5.23,3.12,3.41,4.56,378a11a919176c44c31811e48589f6cc-ACG-10-10t0
SAT,0.103953553,0.68,0.99,0.07,0.39,0.4,0.69,0.89,0.39,0.39,0.41,3790402e85dcf5a9068a261d9b409cd9-bart30.shuffled
SAT,0.254768289,143.87,90.49,1357.61,398.32,96.28,144.32,92.96,1364.97,400.48,96.24,37d51818a1e24d2659c8a94a72da386b-GracefulGraph-K04-P04_c18
SAT,0.35873046,5000,5000,5000,1255.72,1627.98,5000,5000,5000,1259.41,1632.39,38833d6a1ff6a56ef22bd2dc1e3fdde7-rbsat-v1150c84314gyes10
UNKNOWN,0.009713338,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,38891f7317df8f195bd8fbec1d6a93fd-Pb-chnl20-21_c18
UNSAT,0.180104289,54.98,23.75,47.4,13.87,20.51,55.26,23.86,47.48,13.86,20.55,38aa1b58565a7b48d7a71cc926a947b0-barman-pfile10-040.sas.cr.21
SAT,0.677609907,335.2,954.34,89.58,81.95,209.35,337.84,958.78,89.99,83.12,210.69,38bccb6b86edd3134c26f4fe3c2b04c2-transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT
SAT,0.371293955,0,0.09,0.1,0,0.09,0.01,0.09,0.03,0.03,0.04,38f362a93a04dfef30804527986973d3-ferry5_ks99i.shuffled-as.sat05-4061
SAT,0.550508185,173.78,43.1,28.42,154.38,188.44,174.13,43.19,29.02,156,189.8,3915c14c582d6250e4a0653a6f7807e6-CNP-5-1600
SAT,0.8044895,78.16,1735.67,115.47,841.63,2165.4,78.54,1741.42,116.41,848.58,2174.12,3936bd75d426c2b19d249054d8f039a8-vmpc_29.shuffled-as.sat05-1948
SAT,0.36887443,13.81,19.73,48.7,45.04,32.21,13.59,19.6,49.33,45.14,32.43,3978bc0db0a3f8a16de8e667761a3d01-rbsat-v760c43649gyes4
UNKNOWN,0.017911752,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,39974d81b6bb1361600f40a0cd76adfa-fphp-014-013.shuffled-as.sat05-1229
UNKNOWN,0.094187771,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,399cd638a054d49ce61f17490520e04b-bqwh.60.1152.shuffled-as.sat03-1650
SAT,0.005565863,0,0,0,0,0.1,0.01,0.01,0.01,0,0.01,39b8cdd93b7cd129cb18ce64d53b24e0-satsgi-n22himBHm25-p0-q229
SAT,0.360689813,18.02,2.81,12.3,37.18,12.93,18.24,2.77,12.03,37.28,12.96,39d298a28350ecdd62b386479807ae13-frb40-19-2.used-as.sat04-882
UNKNOWN,0.849322172,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,39feaada031121eaeb4140a86cd5ef9f-TimetableCNFEncoding_9_UNKNOWN
SAT,0.042434763,0.26,0,0.26,0,0,0.02,0.02,0.13,0.01,0.01,3a01188d09ebe16b739a646c63f8f755-med19.shuffled
SAT,0.64298365,28.99,94.37,92.41,37.72,64.39,29.18,94.56,92.44,37.75,65.33,3aeaa0869d41767acea0d37f4532eb55-partial-5-13-s
UNKNOWN,0.16755603,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3aef3d8d02941ba7ddb18adc128259ae-php12e12
UNKNOWN,0.013363879,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3b897065cb9660b2574772ab22ff1792-php-018-017.shuffled-as.sat05-1189
UNSAT,0.756049633,2857.87,641.64,3350.45,3057.33,4142.15,2874.08,645.64,3357.96,3072.23,4153.14,3c0db78733bb05b9d1e9d7627b2e8f38-rook-52-0-1
SAT,0.467402911,5000,1478.45,5000,5000,5000,5000,1484.64,5000,5000,5000,3c1252e11adea78ca57afd0f9ed8f8fe-vlsat2_34161_4607712.dimacs
UNSAT,0.045783133,9.59,9.38,15.29,11.23,12.85,9.63,9.38,15.32,11.21,12.88,3c194bebd33c343386d0cd3225b6faac-homer06.shuffled
UNSAT,0.024630542,5000,567.74,5000,5000,5000,5000,573.03,5000,5000,5000,3c4ac805726d78a869ff8116ee3533db-homer18.shuffled
SAT,0.173644835,0,0,0,0,0,0.01,0.01,0.01,0,0.01,3c78c658a543ff4108f88ade5698cd59-satellite1_ks99i.renamed-as.sat05-3982
UNSAT,0.819318462,86.99,97.25,358.48,318.6,441.44,87.24,98.12,359.04,319.07,442.76,3c84369bbb9493d0832c49ebe8a39a3f-crafted_n10_d6_c2_num17
SAT,0.514343329,27.57,35.54,27.44,38.28,19.8,27.44,35.46,27.32,38.21,19.73,3cff6c97a515aecfe46ba0f1256a3c11-shuffling-1-s1870372346-of-bench-sat04-423.used-as.sat04-562
SAT,0.80485085,194.61,132.29,7.11,140.58,19.44,198.15,132.85,7.1,141.73,19.42,3d485f7153c8f84f932bd15a8e0654ae-vmpc_27
SAT,0.635128748,115,109.4,474.77,1160.51,926.99,115.44,110.17,476.45,1161.6,928.06,3d8151c9302fa773ccb30d7abfb127b8-partial-10-11-s-sc2007
SAT,0.648182561,11.3,11.98,9.06,6.56,6.2,11.33,12.01,9.89,6.6,6.15,3db285796738ae7e2112e831b0e9b7f4-dated-10-15-s
UNKNOWN,0.210353149,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3de6254158ab7d91cb75256fd84c2f89-school1.col.14
UNSAT,0.427471117,58.86,57.03,59.92,234.29,231.52,58.94,57.9,60.08,234.71,232.34,3df51b94e24007f11141bfe51e957752-hid-uns-enc-6-1-0-0-0-0-28527
SAT,0.880952381,0,0.19,0,0,0,0,0.01,0,0.01,0,3e04d7740237fb695f4b86ab0cf25a6d-289-sat-6x8
SAT,0.545187573,408.13,196.16,172.61,598.97,549.75,410.19,196.7,173.18,603.41,556.82,3e52d79c4b33e14d0324e71fd0b986cd-CNP-5-900
SAT,0.79023105,0.08,0,0.07,0.07,0.08,0.09,0.05,0.06,0.05,0.04,3ea7b703268b83ee2a57e593129a05f2-hanoi4.shuffled
UNKNOWN,0.266445328,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3eba104ff274aa7b0e13dafc2f7418ed-SGI_30_70_23_60_5-dir.shuffled-as.sat03-160
SAT,0.367079744,102.65,53.41,195.67,299.08,57.29,102.68,53.71,196.11,300.3,57.53,3ed56242f55e3653dbceeb4a70221787-rbsat-v945c61409gyes9-sc2009
UNSAT,0.370983119,536.28,468.54,452.5,281.96,333.72,538.31,469.49,456.33,284.4,334.82,3f3498afcc9108e5c356f6dec92839ab-logistics-rotate-10t5.shuffled-as.sat05-1140
SAT,0.004556213,0,0,0,0,0.09,0.01,0.01,0.01,0,0.07,3f3ac7a6ff729d9a274206abeb85bcf9-satsgi-n25himBHm27-p0-q250
SAT,0.004220745,0.16,0,0,0,0,0.01,0,0.01,0.01,0.01,3f6eaf6621669afa72876a5c72a96c8e-satsgi-n26himBHm28-p0-q293
SAT,0.776055201,117.72,115.76,3695.39,235.43,40.52,118.96,118.15,3707.77,236.21,40.77,3f9985018dd0c9655cdb7063258d0279-6g_5color_170_020_04
UNSAT,0.878574677,102.84,154.03,745.66,771.29,1016.99,103.18,154.69,749.21,776.39,1018.1,3fc0fc7c4ab0adbb5693ad79379bf471-crafted_n11_d6_c3_num17
UNSAT,0.383041685,20.17,33.1,23.08,14.76,15.89,20.26,33.19,23.16,14.82,15.93,403986262aa33a97e5fa06d08b34067f-logistics-rotate-09t5.shuffled-as.sat05-1139
UNSAT,0.755534522,3213.33,1093.66,3834.12,3642.09,3634.63,3225.79,1101.66,1923.7,3665.4,3645.88,40c4cd1a6ae54b0b82d4ac19564a2360-rook-57-1-1
UNKNOWN,0.265432099,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,41172e9ee23cd44f88df05ccc00f3c2f-hgen8-n320-01-S1432474240.sat05-483.reshuffled-07
UNKNOWN,0.314959453,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,412da6378d3c3d4bbeb24f05fcd56aca-rbsat-v1560c133795gyes9
SAT,0.548387097,0,0,0,0,0,0,0.01,0,0,0,41486ea32ba4f776817167cccac4657f-depots1_ks99i.renamed-as.sat05-3943
UNKNOWN,0.884740103,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,417807e4c1f2829471bcd8981304b2d6-abw-K-dwt__234.mtx-w54
UNKNOWN,0.319973124,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4192631a7b3e3794bd10507b6f0b9a34-rbsat-v1820c171155g5
UNKNOWN,0.014814815,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,419591446bdfdc45161b3a6dc103e269-php-018-014.shuffled-as.sat05-1175
SAT,0.25,1068.1,5000,5000,5000,5000,1070.9,5000,5000,5000,5000,41f4cb4992a481c9d43e2e1a4e2349ac-sgen1-sat-180-100
SAT,0.487642189,0,0,0.33,0,0,0.05,0.04,0.04,0.02,0.05,41fcb7dd9e7b08b6e5b10a697f2c60ef-too_large_gr_rcs_w7.shuffled
UNSAT,0.506898955,4367.97,658.99,1339.5,1334.75,1285.92,4433.93,663.21,1351.86,1340.79,1293.62,4262cde7840b2c1f6edd9ce647d5187a-mp1-blockpuzzle_5x10_s3_free4
SAT,0.220492397,113.18,116.29,28.41,116.78,613.35,113.4,116.5,28.46,117.11,614.06,42772d927856e5e092710040a25731f2-bqwh.36.2.432.shuffled-as.sat03-1643
UNKNOWN,0.404201302,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,42906ebc9a5ca8a2bc13d54bb75101dd-sgp_9-4-8.shuffled-as.sat05-2673
SAT,0.27957279,0.52,0.07,0.62,0.21,1.11,0.53,0.61,0.55,0.21,1.07,42a8e6f6bd74402cc376ae6ac2a31ff4-srhd-sgi-m62-q1327.5-n60-p15-s1351253
SAT,0.001631321,2.34,0,67.63,37.74,0,2.05,0.01,67.5,37.9,0.01,42e5098d8fd498a760e9336cac826604-php-050-050.shuffled-as.sat05-1168
UNSAT,0.461146078,0,0.02,0,0,0,0.02,0.02,0.02,0.02,0.03,42ed227bc5b6e9fbb40699f87dc4d161-9symml_gr_rcs_w5.shuffled
SAT,0.806070826,2.77,0.05,0.65,6.45,4.11,2.5,0.41,0.33,6.21,4.16,430ea7b80a96824380cd1d1e649cc5ea-vmpc_22.shuffled-as.sat05-1956
UNSAT,0.884403545,224.7,251.39,203.69,209.38,257.04,224.7,251.96,204.95,209.85,257.36,43687a48fb119ca61b47c2fc69a71e7d-manthey_single-ordered-initialized-w42-b8
SAT,0.26624387,0,5.87,0,0,86.22,0.02,5.73,0.03,0.01,86.23,43ab89a80621cd13eb8ff63018876fad-srhd-sgi-m27-q225-n25-p30-s70617701
UNSAT,0.692466076,0.03,0.04,0.06,0.45,0.02,0.16,0.14,0.15,0.12,0.16,43bb64f1967420d86619e5a6a6af569d-qg5-12.shuffled
UNSAT,0.045783133,10.64,5.95,12.91,12.52,12.39,10.63,5.94,12.89,12.57,12.43,44092fcc83a5cba81419e82cfd18602c-php-010-009.shuffled-as.sat05-1185
SAT,0.893779482,40.1,41.41,14.09,28.8,12.2,40.22,41.66,14.08,28.82,12.38,443276cf6b047271b1ab40f584c49048-si2-r001-m200-09
UNKNOWN,0.812858211,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,444a7bdca469920f7f8965b511d55d6d-fclqcolor-12-08-10.shuffled-as.sat05-1283
UNKNOWN,0.738628725,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,445c4da95ba97d07846283633be5384a-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN
SAT,0.36647554,0,0,0,0,0,0.02,0.01,0.02,0.01,0.01,4483f9654fdf809f93ded32e47cea3d3-driverlog4_ks99i.shuffled-as.sat05-4021
SAT,0.632342305,2.78,1.87,1.36,1.48,2.63,2.8,1.91,1.42,1.43,2.56,44998859b0ad3659438a3fdb7ca07014-dated-5-11-s
UNSAT,0.043076923,0.8,0.44,0.76,0.78,1.04,0.78,0.44,0.74,0.79,1.02,44ab80d376f78495483e45bb8088c3ae-fphp-010-008.shuffled-as.sat05-1213
SAT,0.507911572,0,0.08,0.4,0.06,0,0.04,0.05,0.04,0.03,0.06,44b249f51321a2bf38f730534b781bec-c880_gr_rcs_w7.shuffled
UNSAT,0.495104039,223.13,330.39,207.34,223.56,615.16,225.35,331.85,207.79,224.05,618.22,450639bc46c0c4e79d024376063f274a-gripper12u.used-as.sat04-424
SAT,0.185365854,0.05,0,0,0,0,0.1,0,0.01,0.01,0.01,452e25912539651a054def8e32cd4888-bart12.shuffled
UNSAT,0.882153577,159.32,123.41,699.9,919.25,965.97,160.15,123.73,700.76,924.12,971.23,453e2197c9226f8c99b3a740c7711723-crafted_n12_d6_c3_num18
UNSAT,0.637571729,13.06,11.28,14.03,23.79,23.32,13.1,11.32,14.07,23.81,23.36,4546fab27cba3b7f81f04a27804007f1-total-5-13-u
UNKNOWN,0.836074864,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4551c996fc6f5fbe62b43076abb25077-knight_18
UNKNOWN,0.312989045,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,45742d067cc851edc1201d8a02586eac-mchess_20
UNKNOWN,0.367905606,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4584de77fc93960884298f76df7a3299-frb56-25-2.used-as.sat04-890
SAT,0.262998216,0.21,0.4,0.01,0.03,5000,0.18,0.37,0.2,0.07,5000,45a61c9b31668afc18cb4d0dbc8709ba-srhd-sgi-m47-q742.5-n45-p30-s17570390
SAT,0.063215355,7.2,0.94,5000,9.54,4595.37,7.27,0.94,5000,9.57,4618.59,45aeebbb5742ff1cd68df5b3768db763-battleship-18-35-sat
UNKNOWN,0.279031145,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,45f88cbc05e016365482b88a01a803c1-SGI_30_70_20_70_5-dir.shuffled-as.sat03-148
SAT,0.643104564,765.87,483.04,623.68,1297.75,437.6,769.56,487.51,624.9,1299.66,438.05,46025a4cb2f14712cd9405d847d07f60-partial-10-13-s
SAT,0.763617514,5000,5000,1570.75,1909.95,621.67,5000,5000,1577.9,1915.99,627.68,467a9b8f9c802ca7e77743832325b268-transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN
SAT,0.12967033,0.06,0,0.06,1.62,0.06,0.22,0.03,0.2,1.57,0.26,46d997b3611659598a5b5dc00d3758c8-battleship-10-18-sat
SAT,0.000847218,0.05,0,0.05,0,0.18,0.1,0.02,0.11,0.01,0.05,47289fd0fdb45050c22258ddb35d65d4-fphp-060-060.shuffled-as.sat05-1211
SAT,0.879614767,0,0,0,0,0,0.01,0,0.01,0.03,0.01,47520f6d68cc6528f698f9984e533913-manthey_single-ordered-initialized-w14-b7
SAT,0.449219548,65.52,301.15,60.69,1240.46,1492.45,65.44,302.67,61.34,1244.68,1497.64,47d5fcf3f43ce1f6e6557fa852c1d265-frb75-13-1.used-as.sat04-877
SAT,0.456984314,10.33,4.48,1.95,16.85,11.47,10.27,4.4,1.81,16.86,11.38,4821cc12924eb709b74a8986937ede9e-em_7_3_6_exp
SAT,0.401728464,0,0,0,0.06,0,0.01,0.01,0.01,0.01,0.01,482bb6ba5fa5d4ea00b38e33510d43c2-depots2_v01a.renamed-as.sat05-3948
SAT,0.194993412,0,0,0,0,0,0.01,0,0.01,0.01,0.01,487ac9b1a77b8902fbd5a943130dd926-bart13.shuffled
SAT,0.365929739,5000,5000,185.01,5000,5000,5000,5000,185.39,5000,5000,493c5c89da9da639a1c05632dbe8b7c9-rbsat-v1150c84314gyes5
UNSAT,0.880162178,95.02,100.41,105.92,94.13,111.08,95.26,101.71,106.19,95.36,111.23,49ab7e33faba06f3b98c777d17d78ae4-manthey_single-ordered-initialized-w40-b10
UNSAT,0.756269004,2216.83,781.7,3183.37,2611.87,3366.19,2222.18,784.24,3197.52,2618.62,3371.8,49f57cd532c3d9067fe030440b80926e-rook-50-0-0
UNSAT,0.179747977,151.42,78.92,101.41,42.44,68.25,151.58,79.98,101.63,43.12,68.24,4a423d08d748970f1d6b965a8f4c7a61-barman-pfile09-036.sas.cr.33
UNSAT,0.886906922,105.86,118.42,109.87,137.08,124.6,106.22,118.73,110.85,137.9,124.93,4a94b67c9c3740f8d8ea0abe26f15c28-manthey_single-ordered-initialized-w44-b6
UNSAT,0.426693016,0.65,0.06,0.44,0.08,0.33,0.65,0.37,0.42,0.22,0.4,4ac2811b369622170cb9b3a930b4854a-sokoban-p19.sas.cr.23
UNSAT,0.133333333,5000,563.09,5000,5000,5000,5000,568.84,5000,5000,5000,4b0afcc5aedad542ee87820713ed3157-battleship-15-15-unsat
SAT,0.817298709,5000,5000,622.24,512.15,617.39,5000,5000,624.61,513.94,619.37,4b1777da9c1a70b4b9c1b472cbeb952a-transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT
UNSAT,0.690677359,1.72,1.43,1.17,1.66,2.04,1.71,1.44,1.17,1.26,1.58,4b3bfeb960a3addc0214bfd89deaa519-qg6-12.shuffled
UNSAT,0.258458819,2051.58,3068.84,3109.15,3764.92,3475.35,2063.19,3082.67,3120.76,3778.88,3498.61,4b52babff4fc7a1682ba5b2ce089e689-SGI_30_70_26_60_1-dir.shuffled-as.sat03-167
SAT,0.807457466,3099.94,983.36,1509.32,4014.95,2019.21,3115.07,985.78,1516.35,4044.58,2023.89,4ba2c1aa580b6497df6baf5e7e2c87be-at-least-two-vmpc_28
UNKNOWN,0.003142857,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4c0a07b097b2aeb19a69229fc59c5c57-easier-fphp-035-029.sat05-1221.reshuffled-07
UNKNOWN,0.837982962,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4c29bdee73acf1a9dee934107214e2e9-knight_20
UNKNOWN,0.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4c42377dc3f15465757cb69fb69ca404-sgen4-sat-250-8
SAT,0.339561014,873.07,789.12,57.22,66.12,77.23,878.87,792.49,57.39,66.53,77.36,4c5d4cce5ac439c0540b76bbf3e9b44c-blocks-blocks-36-0.130-NOTKNOWN
SAT,0.87936929,7.55,100.05,46.99,15.6,76.15,7.55,101.06,47.77,15.6,76.5,4c7889a2a63b371ed702b279d0edc5f2-manthey_single-ordered-initialized-w54-b9
SAT,0.439384837,21.75,5.07,3.98,1,2.31,21.92,5.14,3.99,1.03,2.25,4c89e8704c4970eaa101e160cc0710dc-vda_gr_rcs_w8.shuffled
UNSAT,0.032738095,194.24,52.88,301.27,330.89,317.82,194.8,53.06,302.26,332.03,318.71,4cbb2f9e2f4572c5a3dc93f7545bc4fb-php-012-010.shuffled-as.sat05-1172
UNKNOWN,0.365804747,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4d55dd6f81546cf5f6a2b839cc81d8be-SGI_30_80_20_90_10-dir.shuffled-as.sat03-195
SAT,0.779761004,6.55,7.87,5.62,4.78,8.24,6.33,7.71,5.4,4.83,8.02,4d73378fc379c9ec86211c3ddcd31ea0-hanoi6.shuffled-as.sat03-1526
UNSAT,0.507070707,1367.2,420.98,571.27,407.24,422.29,1374.62,423.06,573.59,408.46,425.16,4dc92cc97ebbe9230020a89efbbdcfb1-mp1-blockpuzzle_5x10_s8_free3
SAT,0.76934345,121.18,135.32,156.67,244.93,47.32,121.58,135.64,157.26,245.12,47.4,4dcb64bbebf3ca69a49dd0354abd929e-UCG-15-10p1
UNSAT,0.254383589,4854.93,5000,4290.16,3724.29,4751.04,4882.71,5000,4306.1,3745.23,4767.35,4dde0c9c5dc0c2b44d750d22c618a6a9-SGI_30_70_28_60_1-dir.shuffled-as.sat03-175
UNSAT,0.714285714,0.05,0.2,0.06,0.06,0.07,0.13,0.11,0.14,0.12,0.11,4dedf87a0c6624563a5a39e8300c94ea-rope_0020.shuffled
UNSAT,0.883634061,818.81,1150.53,1374.79,2021.98,2342.12,822.21,1158.52,1379.07,2028.12,2345.54,4dfe7816c2c198f8fd0b328d1e9672c9-crafted_n10_d6_c3_num18
UNSAT,0.882326391,0.14,0.14,0.14,0.03,0.14,0.23,0.26,0.2,0.16,0.23,4e5e351dc69f0bd323688d4917e3ad5d-manthey_single-ordered-initialized-w20-b7
